Rating,Ulasan
1,"pas jauh dari musuh jaringan ijo, pas Deket musuh seketika jaringan merah, pas mati baru jaringan ijo lagi.... agak laen emg🗿"
5,bagus banget ini mobile legends tapi kalau kayak pas kita beli sesuatu dapat diamond gitu tapi mobile legends udah ngalahin honor of Kings 🩷🩷🩷🩷
3,saya kok gak bisa main padahal udah donload padahal ada jaringan
3,saya suka gem ini karena bisa menghilangkan setres walaupun sebalik nya🤣🤣
4,bagus tapi nyebelin 😉 Bintang empat😉👁️👄👁️
1,gak bisa di maenin game nya
1,"Halo developer game mobile legend/Montoon saya mau mengasih saran untuk game ini biar kedepannya lebih baik, percuma skin mahal"" grafik sudah lumayan WAAHH tapi kekurangan disini cuma 1 Montoon, yaitu sinyal/jaringan, pernah saya main pas di rank nah pas di in game itu stabil dari menit 1-8 tapi pas masuk menit 9-seterusnya itu lag parah padah ping hijau tapi seperti orang lag/ngecrash sinyalnya kadang juga ping sampai tembus 300ms tolong perbaiki jaringan di game ini"
5,paling terbaik sudah💯💯
5,seru bisa main sama orang lain dan KK sama adek
1,jangan mau main ml karna gk bisa masuk ke game
1,"ml nya makin lama makin gak jelas dan membosankan setiap dapet tim pasti yg ngetrol kalo gak ngetrol jaringan gak stabil padahl gw main pake wifi!., emang lah ya walaupun epep burik tapi lebih burik ml lagi coba liat betul"" monton game kamu sekarang bukan menyenangkan player nya tapi membuat player nya sensara dan stress.. gw kasi 1 bintang game nya gak jelas"
1,Wahh ini gaem bnr bnr sangat berbahaya.bikin stres anj
1,gamee burukk main di kasih tim bot terus
1,gilaAa~~ tAk maSuk lOogikA
2,pas buat akun ml aku kan udh login padahal udh 100% kenapa gak muncul ke gamenya dan kalo main suka di kasih tim aneh
5,seru
1,ini masa di brawl ping 5ms pas diganti mode ranked langsung jumping 1000ms kenapa ya
1,"dikasih timm oon mulu, giliran musuh jago"
1,game tolo ga seimbang b390
5,good
5,kenapa sihhh pemainnya bott padahal udah di rank glory masih aja dapat tim buruk
5,ok
1,"montoon kau seharusnya memperbaiki match making nya karena banyak Player menggunakan jasa joki dan itu merugikan bagi kita, lalu kau juga harus memperbaiki match rank yang tidak seimbang"
5,huft.
5,"ngelag trus,gbisa mnct apa"",dh mn ngelah,pdahal dh pke wifi,jaringan bgs.dh lh gw pndh ke Hok"
2,selalu kebagian team bot saat solo rank.. lama kelamaan jenuh juga ini ml
1,"gw dibuat mainann,ngeleg bukannya menitnya nyusul malah menitnya diberentiinnnn"
5,Aku suka gim ini
5,makasih moonton aku suka sama game ini karna banyak kolab coba kolab Itachi dan Minato
1,"moonton akun saya di hack😢 bantu balikin akun saya, dong min😢💔 min player nya jahat-jahat💔"
2,baru download gak bisa main memuat terus
5,saya sudah lama main game mobile legends diulang lagi pertama akun saya yang lama hilang begitu saja
1,terlalu banyak drak sistemnya
5,Monton Tolong perbaiki sistem lucky game nya ngga bisa dipake🙏🙏🙏
3,"saya baru download ml tapi pas login stuck, tidak bisa masuk ke geme"
5,sayang main keroyokan dan selalu mengambil hero kesayang argus di revamp
1,gue mau pindah ke FF ml kalo mau naik Reng susah musuh nya banyak yang ge cit jadi gue mles main ml😤
1,"makin besar aja filenya bangke,"
1,"GAME GAK JELAS, PAKE DATA NAPA SELALU LAG, HARUS BANGET KAH PAKAI WIFI"
2,"seharusnya monton membagi tim dengan adil Karana, setiap kali aku soloh renk aku selalu tim trol, sedangkan tim lawan kompak dan bekerja sama. monton haru membagi tim dengan adil, supaya gem play dapat di mainkan dengan seru."
5,👍👍👍👍
1,Kapan gua dikasih menang jing
5,👍Saya sangat suka dengan game ini baik dari sinyal dll lah ini udah kollep dengan Naruto membuat saya menjadi lebih suka bermain ini saya dukung game ini👍👍
1,game bagus tapi sistemnya Sampah sering kasih gw kalah 10 hari gw main 10 hari ga pernah menang game sampah saran gw jangan download game ini
1,"Sangat banyak player troller sangat sampah tidak pernah diperbaiki match making yang tidak seimbang, Permainan menjadi sangat menjengkelkan"
5,tolong di perbaiki lagi gem ini dgan baik untuk segi permanen nya
2,walapun saya sudah lama gak main geme ini tapi masi seru yesel saya gak main geme ini terus
1,game gabagus sistem kacau anj
5,tapi kedua tim tidak seimbang tim saya dengan tim lawan tidak seimbang
1,karna kedua tim tidak seimbang dari tim saya tim lawan lebih kuat
5,seru banget ml 🐣💯💯💯💯💯💯
5,thx monton 😍
5,ok
1,game tai
1,"GAMAU LAGI GW MAIN INI GAME, CUMA BIKIN STRESS KALAH TERUS, SERVER SUKA LAG PADAHAL JARINGAN WIFI BAGUS, MAIN SOLO RANK BIKIN OTAK GILA NI GAME, MENDING PENSIUN AJA GW MAIN INI GAME"
2,"sinyal bgus,hp bguss ttp aj ad ngepremm,,,parahhh"
1,"Haaaaaaa,Game ini bukan buat tenangggggggg, Kebanyakan Playernya Toxic gw dah capeee terus kalaahhhhh Aaaaaaaaaaaaaaaaaa ,Gw salah build langsung dikataainnnn pas dah kelar game aaaaaaa, Gw dah minta maaf tapi mereka gamau kekehhhh pengen gw Emosi Akhhhhh"
1,gk di kasih ke epik
1,game ini emg bgs tpi ada beberapa kekurangan lebih sering klh daripada menang ini yg bikin emosi dan sebel sampai ke dunia nyata habis menang klh begitu terus beruntun klhnya paling banyak sih+saat loading itu lama bgt padahal jaringan bgs+chat on udh kekirim tpi gk muncul di servernya hrs nunggu sampai kpn? ini saya yg kurang pengalaman atau emang disengaja? tolong pengertiannya saya sudah berusaha sabar
1,Team dark sistem Ban aja ini game hama huuuuu orang lagi war malah
3,ini game sama aja kayak game ff game ini 11/12 lah kalo ml para bocil udah susah susah naik in bintang eeh mala di kasih tim super duper drak sistem dan otak orang jadi gila stres kalo ff sistem nya itu gak ngotak kalo tim ngecheat pasti AKUNKITA yang kena dia game ini 11/12 coba la ngasih sistem yang normal kesian orang orang yang berusaha naik ke rank impian ini hanya pendapat saya🙏
5,bagus
5,monton GG tau 😏
1,perbaiki lagi sistem sinyal nya oot bikin player lag kocak
1,jelek jelek Minion biar kita di rumput mau rekal malah di kejar jadi kalah deh 😭😑
1,kenapa kok gabisa buat main ya apakah bener game ini game burik jadi tdk bisa buat main 🤣🤣
1,kalo ngasih musuh tu yang bot dikit Napa moonton
1,banyak dark sistem
1,gabisa maen pdhl jaringan bagus
5,Moonton Makasih Udah Nyiptain Game Ini😄
5,Bagus baangetttt paling suka main ini kalo gabut atau ga gabut 🙏
5,guaa uninstall ni game karena ini game bikin kita istighfar tiap hari terus bikin kita frustasi tapi saran saya kalian harus download game ini karena game nya bebas dari draksistem ☺️🙏🏻🥰
1,game lol orang dari glory 60 kalah sampai honor 40 kalu kasih tim yang ngotak monton
1,game burik selalu darksistem
5,Hebat
5,👍👍👍😀
2,Ngelag pas lagi ngelord gajelas banget co
5,saya menyukai nya
5,monton Ben akun teman saya dia peke skrip nama akun Ling tiktok
1,karena sering di kasih dark sistem dan juga gak di kasih keringanan jika kita afk di suruh sama org tua 😡😡
3,seru tapi lebih seru free firee lah
5,game ini membuatku gila! gamenya bagus sekali dan membuat saya jadi rajin sholat kemasjid
5,aku suka game ini
5,gam baik
1,jaringan bagus tp di ml jaringan ngeleg tolol emng
1,Hapus aja game nya
1,"gim haram, aneh, punya tim gpunya map padahal di tier tinggi. sejauh ini gw main gim cmn gim ini yg bikin gw panen dosa. Jan di download ntar nyesel"
1,jangn download ini game buat sters aja ini
5,bagus
1,gema nya pilih kasih
5,baik
5,bagus
1,"ngasih tim yang waras dikit napa, udah ngegendong tetap aja kalah."
3,"sinyal kurang bagus,sering leg"
1,gem sih sere tapi kalo main solo temennya ngetrol musuh nya GG
5,"game yang sangat seru dan bisa membuat player² nya senang, pokoknya ini game nomor 1 didunia, semoga kalian suka dengan komentar ini👍👍👍"
5,Bagus tapi cuma kendala di jaringan saja dan ukuran aplikasi semakin berat
1,update makin gaje
1,"matchmaking tidak seimbang, saya selalu dapat kawan BOT"
1,Game nya ga keren saya ls
5,enak bagus banget
1,Tolong buat MONTON matckingnya diperbaiki sumpah gua ga bercanda tolong banget gua main 6 jaman hasilnya apa ga ada yang vicktori malah dapetnya kekalahan yang SANGAT MELELAHKAN apa harus gua hapus nih game dari hp gua dan nyuruh saudara gua apus ml juga dan saya juga terganggu saat saya tidak memainkan Hero saya yang sedang bermain selama 1 menit saja tiba tiba saya dikira afk karena itu kredit skor saya berkurang jadi saya memutuskan jika akan terulang kembali saya akan pindah ke game sebelah
5,game nya setu banget grafik bagus hd
1,main di honor rasa kyk epic legend
5,Game yang sangat baguss
5,halo moonton.. makasih buat perbaikan jaringan nya.. jaringan sudah jarang lag dan nyaman..tolong maaf kan komentar saya yang agak kasar karena saya waktu itu emang lagi lose streak berkali² dan lagi stress..tolong maafkan saya ya..semoga game nya bisa terus maju dan berkembang ya..terima kasih 🙏
5,gem ini bagus dan keren
1,"game ga jelas maen 50 match di kasih kalah 34,menang cuma 16 setiap kalah hampir full mvp.tolong lahh kasih keringan untuk dapat tim yang seimbang saya setiap maen tim saya selalu rank bawah mytic padahal saya glory dan aneh nya musuh imortal terus"
2,"bolak balik tiap main afk, muak bet udh make wifi jaringan lancar² aja eh ps main Cl maupun rank pink nya ga stabil mulu heran dah bug di pink nya pa gimana"
1,game terburuk dan tolol kasih tim yang waras muntun
5,Victory masehhhhh
5,so fun!
5,gem ini seru sampe Reng Ku legen mau mitik cita cita ku pengin mitik imortal tapi MB hape ku ga bisa ahirnya cita cita ku da tercapai karena MB Ku 😓😓🙃🙃 tapi aku tetap setia sama gem ini ko kalo aku punya hap baru aku main lagi maaf aku ga bisa menyampai cita cita ku 🥀🥀maaf monton aku gabisa megampai cita cita ku 😓😓😓😞😞😪😪 maaf ya aku terlalu percaya diri maaf lagi monton ❤️❤️❤️
5,keren & asik
1,game apa ini bikin emosi.toksix.bikin dapet dosa gk cocok dimainin.bikin nambah dosa tim yang gak kompak ngetroll
5,bagusss
5,"makasi mobile legend udah nemenin gua dari tahun 2023 ,walau ngeselin kena dark sistem tapi yah namanya juga permainan kadang menang kadang kalah ,dari cewe pertama yang gua suka dan setiap masalah yang terjadi selama ini ,gua mau berterima kasih atas game yang ku mainkan ini ,namun karena satu dua masalah aku harus pensi emel ,tapi terima kasih atas hal hal yang menyenangkan selama ini. terima kasih moonton"
5,sangat asik sekali
1,ga seru buat marah doang kasih lawan bot dong
1,"Game lu rusak nohh, rating 3.7,, di in game banyak BOT"
5,akhirnya grafik ml lebih hd lagi👍 lebih betah main 👍👍
5,game ini sangat Bagus dan keren gg monton
1,"udah pindah developer? retas aja bng, gpp, *saya tau kalian mau kaya cuma"""
5,"bagus bgt, tapi kalo udh di unistal perangkatnya kembali clasik"
3,apalah perbaiki lah fitur replay game nya apalah bikin cape aja kalau ada ricord yg tidak sesuai harus terpaksa mengulang replay lagi dari awal buat lah fitur yg bisa lihat durasi ke menit 14 tanpa harus mempercepat detik. cape gw ngulang² mulu
4,ok juga
5,GAME BAGUS TAPI MENJENGKELKAN.?????????
5,GAME KEK MEMEKKKKKK
5,punya ku login nya lama bjir🥺😭
4,moonton tolong coba bikin fitur ban akun bagi orang yg ngetrol
1,benerin bugg jaringan tolol kata game terbaik. bugg bnyak
5,game nya bagus banyak fitur² baru tpi tolong diperbaiki juga sinyalnya padahal kuat tpi sering lag(kalo boleh kasih skin colector gratisan lagi min heheh)🙏🏻🤣🤭
1,ini game Napa dh lodingnya lama bnget padahal sinyal gua bagus
5,tambahin skin anomali dong tapi bisa dibeli pake koin 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
1,gem rusak
3,min knp gw setiap main ketemu draksisitem mulu min gw udah cape min winlose²min samape dada gw bunyi tinong ninong min plis lah kasih tim itu sewajarnya
5,bagus dan heronya cakep²
1,game ngen banyak dark sistem bukanya ngilangin stres malah an tambah in stress game klowor
4,gamenya seru tapi pas aku mau download gk bisa katanya penyimpanan anda penuh padahal aku udh hapus semua foto sama vidio tapi tetep gk bisa tolong di perbaiki nya
1,"ml kek biji, team dark system udh kalah 10 kali biji lu kecil"
5,permainanya seru yg gak seru ada seasen
1,seharusnya pihak monoton memperbaiki bug leg atau cheater game yang marak sering banyak di game ini dan hacker game ini juga buat agar game ini nyaman dan mudah dimainkan bukan sebaliknya banyak pemain game tutup akun atau vakum dari game ini karena banyak nya top up dan player PVP dan hacker dari pihak monoton atau pihak gamer yang sengaja memakai cheat dan tolong di berikan kemudahan kalo mau kasih hadiah langsung kasih hadiah skin yang bagus jangan nanggung biar ngak kalah sama game sebelah
5,knp musuh nya susah padahal masih elit tapi tetep word id
1,"gak bisa login dah 3hari stak di logo mobile legend trs,kmrn saya coba 1malam tetep gak bisa akhirnya terpaksa pindah PUBG,"
5,mobile legend saya mau menang terus
5,gem nya bagus
1,"Game Berat,Sinyal bagus malah leg mending main hok Mending!"
5,mantap pokoknya
5,...game yang bagus
5,ini game bagus banget
5,aok
5,bagus
3,stres ls muluuu
1,"Dear montoon klau jaringan jelek jangan dikasih hijau sinyalnya lah, kita kan jadinya pas main rank tau nya merah terus ampe selesai main. Butuh perbaikan nih sinyal nya bikin kalah aja turunin mmr"
2,game asu emng aneh suka ngelag padahal jaringan bagus ram hp 125gb moonton gimana nih perbaiki lah
3,aku suka sama gem ini cuman kalok misalnya gem nya kita hapus terus kalok dowlond lagi kan bisa cuman Hero Hero nya itu gambarnya hilang terus lama keliatan heronya itu doang dan saat masuk ke dalam gem itu gambarnya Hero Layla malah bukan sama padahal itu event nya ninja dari Konoha malah gambar nya Layla maaf kalok tulisannya gak jelass hehe😅😅
1,OIIII PLISLAH MOOONTOON KALO NGASIH TIM ITU YG SETARA KALO MUSUH JAGO TIM JUGA HARUS JAGOLAH (SOLO PLAYER)
1,game tolol
1,saya kasih bintang 1 soalnya pas 1 satu bintang buat naik rank bakalan dikasih musuh yang jago
1,kasih tim bosok terus aja ton gacor Ben semangat ndongakna wonge Ben de kubur Karo ko sisan
1,sangat bikin emosi saya rekomendasi main ff aja
1,matchmaking sucks
5,game paling seru gue menang terus
5,woi monton kok ml gw kalau main menitnya kok lebih lambat
5,Bagus
3,aku gak suka yang di awal itu pas di game Hero itu bentuknya bulat aneh mending main FF karen walaupun belum di download karakternya masih berbentuk tapi gapapa aku main MLBB dan FREE FIREE KO jadi aku kasih bintang tiga dlu ya monton🙏🙏
1,"capek banget asal masuk game jaringan gak bagus eh pas keluar dari game bagus banget jaringannya kesel 👊, terus komen dikit di dalam game kena pelanggaran perasan ngomong gue gak ada ngomong kasar😏 hmmmmmmmm capek gue lihat lu ml rasanya pengen gue hapus app nya"
5,game nya bgus bnget aku sampe kagum sama gameplay nya dan effect dan skin nya yg bagus banget tpi bagi ku 1 ya yg kurang yaitu adalah team nya atau player di tim kitanya timnya selalu beban ga bisa maen egois dan marah2 ga jelas mulu jadi tolong itu player player yg abis di laporin itu langsung aja credit skor nya diilangi 10 sekalian
1,tidak bisa main di dala geam
5,berikan skin untuk dibeli pakai magic power
1,"game aneh, banyak dark system nya, bisa bisanya bintang saya ilang 5?, ga adil kan?, bukannya bkin pemain seneng malah bikin naik darah, niat bikin game ga si?, woi developer, tolong keadilannya, kasih tim dan musuh yang setara, jangan seeank lu doang"
3,"Pliss moonton kasih tim yang bener, nggak dark sistem, contoh nya aj ada orng yng pake Hero Franco main nya di mid+Fanny roam, padahal ini rank mythic"
1,game lu sok asik
5,mantap men
1,bot alah mobil lengen bot ff lah
1,mendownload data tidak berjalan ngestuck padahal ruang penyimpanan cukup dan sinyal bagus tapi tetap tidak berjalan smga bisa di atasi moonton
5,ok
4,"Sebenernya gua udah pensi sih main ML, soalnya HP ku RAM nya cuma 2 GB, jadi mudah ngelag sama mudah panas gitu hpnya, tapi meskipun gua udah pensi, gua masih tetep mau main ML, jadi tolong dong montoon segera rilis ML lite di Indonesia soalnya gua mau balik lagi main Mobile Legends, soalnya ML lite lebih ringan sedikit daripada ML biasa, atau minimal kurangin lah animasinya biar gk ngelag"
5,ok co
5,sangat seru
1,game gila gw mvp mlu napa kalah mlu lu gimana cara ngasih timnya
5,bagus
1,tay 3 hri bs hmpir 40 kli lose woi
4,moonton tolong itu battle point bisa dikirim ke teman biar enak daripada di buat pajangan
5,"gimna lah moonton makin lama makin gjlas ini game, setelah update malah tmbah parah sinyal bagus tapi patah"" parah banget lama tak uninstall juga ni game.. buriiiiiiik.????"
